Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"МГТФЭ 2х0,35","3,0 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C35,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МГТФЭ 2х0,5",,"2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C5,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МГТФЭ 2х0,75",,"2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+2%D1%850%2C75,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  2: 2 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"МГТФЭ 3х0,07","2,5 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C07,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,07: номинальное сечение жилы 0,07 мм2  "
"МГТФЭ 3х0,1","2,8 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C1,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,1: номинальное сечение жилы 0,1 мм2  "
"МГТФЭ 3х0,12","3,0 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C12,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МГТФЭ 3х0,14","3,0 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C14,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,14: номинальное сечение жилы 0,14 мм2  "
"МГТФЭ 3х0,2","3,2 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C2,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МГТФЭ 3х0,35","3,2 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+3%D1%850%2C35,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МГТФЭ 4х0,07","3,2 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+4%D1%850%2C07,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  4: 4 жилы  0,07: номинальное сечение жилы 0,07 мм2  "
"МГТФЭ 4х0,12","3,2 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+4%D1%850%2C12,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  4: 4 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МГТФЭ 4х0,14",,"2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+4%D1%850%2C14,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  4: 4 жилы  0,14: номинальное сечение жилы 0,14 мм2  "
"МГТФЭ 4х0,2",,"2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+4%D1%850%2C2,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  4: 4 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МГТФЭ 4х0,35","4,0 мм","2,5 наружных диаметра",−60...+220 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A2%D0%A4%D0%AD+4%D1%850%2C35,"М: провод монтажный  Г: гибкий  Т: теплостойкий  Ф: изоляция из фторопласта  Э: экран  4: 4 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 15-11 0,08","0,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+0%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 15-11 0,12","0,9 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+0%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 15-11 0,2","1,1 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+0%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 15-11 0,35","1,3 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+0%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 15-11 0,5","1,4 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+0%2C5,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МС 15-11 2х0,08","1,6 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 15-11 2х0,12","1,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 15-11 2х0,2","2,1 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 15-11 2х0,35","2,6 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 15-11 2х0,5","2,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-11+2%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МС 15-18 0,08","0,7 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-18+0%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 15-18 0,12","0,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-18+0%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 15-18 0,2","1,0 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-18+0%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 15-18 0,35","1,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-18+0%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 15-18 0,5","1,3 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-18+0%2C5,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МС 15-18 2х0,12","1,6 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-18+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 15-18 2х0,35","2,4 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+15-18+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-12 0,08","0,6 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-12+0%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  2: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 16-12 0,12","0,7 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-12+0%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  2: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 16-12 0,2","0,8 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-12+0%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  2: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-12 0,35","1,0 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/item/ms-16-12/ms-16-12-0-35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  2: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-13 0,03","0,6 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C03,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,03: номинальное сечение жилы 0,03 мм2  "
"МС 16-13 0,05","0,7 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C05,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,05: номинальное сечение жилы 0,05 мм2  "
"МС 16-13 0,08","0,8 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 16-13 0,12","0,9 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 16-13 0,2","1,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-13 0,35","1,3 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-13 0,5","1,4 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-13+0%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МС 16-14 0,08","0,8 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+0%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 16-14 0,12","0,9 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+0%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 16-14 0,2","1,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+0%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-14 0,35","1,3 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+0%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-14 2х0,2","2,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-14 2х0,35","2,5 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-14+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  4: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 16-15 0,05","0,5 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C05,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,05: номинальное сечение жилы 0,05 мм2  "
"МС 16-15 0,08","0,6 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C08,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МС 16-15 0,12","0,7 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C12,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МС 16-15 0,2","0,8 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C2,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 16-15 0,35","1,0 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+16-15+0%2C35,"М: провод монтажный  С: сплошная изоляция  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
