Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"МГШВ-2 0,5","2,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshv-2/mgshv-2-0-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  номинальное сечение жилы 0,5 мм2  "
"МГШВ-2 0,75","2,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshv-2/mgshv-2-0-75,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  номинальное сечение жилы 0,75 мм2  "
"МГШВ-2 1,0","2,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshv-2/mgshv-2-1-0,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  номинальное сечение жилы 1,0 мм2  "
"МГШВ-2 1,5","3,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshv-2/mgshv-2-1-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  номинальное сечение жилы 1,5 мм2  "
"МГШВМ-2 0,12","1,3 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvm-2/mgshvm-2-0-12,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  номинальное сечение жилы 0,12 мм2  "
"МГШВМ-2 0,2","1,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvm-2/mgshvm-2-0-2,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  номинальное сечение жилы 0,2 мм2  "
"МГШВМ-2 0,35","1,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvm-2/mgshvm-2-0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  номинальное сечение жилы 0,35 мм2  "
"МГШВМ-2 0,5","2,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvm-2/mgshvm-2-0-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  номинальное сечение жилы 0,5 мм2  "
"МГШВМ-2 0,75","2,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvm-2/mgshvm-2-0-75,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  номинальное сечение жилы 0,75 мм2  "
"МГШВМ-2 1,0","2,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvm-2/mgshvm-2-1-0,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  номинальное сечение жилы 1,0 мм2  "
"МГШВМ-2 1,5","3,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvm-2/mgshvm-2-1-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  номинальное сечение жилы 1,5 мм2  "
"МГШВМЭ-2 0,12","1,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-0-12,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  номинальное сечение жилы 0,12 мм2  "
"МГШВМЭ-2 0,2","2,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-0-2,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  номинальное сечение жилы 0,2 мм2  "
"МГШВМЭ-2 0,35","2,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  номинальное сечение жилы 0,35 мм2  "
"МГШВМЭ-2 0,5","2,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-0-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  номинальное сечение жилы 0,5 мм2  "
"МГШВМЭ-2 0,75","3,3 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-0-75,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  номинальное сечение жилы 0,75 мм2  "
"МГШВМЭ-2 2х0,35","4,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-2h0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  2 жилы  номинальное сечение жилы 0,35 мм2  "
"МГШВМЭ-2 2х0,5","5,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-2h0-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  2 жилы  номинальное сечение жилы 0,5 мм2  "
"МГШВМЭ-2 2х0,75","5,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-2h0-75,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  2 жилы  номинальное сечение жилы 0,75 мм2  "
"МГШВМЭ-2 3х0,35","4,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-3h0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  3 жилы  номинальное сечение жилы 0,35 мм2  "
"МГШВМЭ-2 3х0,5","5,4 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-3h0-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  3 жилы  номинальное сечение жилы 0,5 мм2  "
"МГШВМЭ-2 3х0,75","6,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvme-2/mgshvme-2-3h0-75,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  3 жилы  номинальное сечение жилы 0,75 мм2  "
"МГШВМЭВ-2 0,12","2,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvmev-2/mgshvmev-2-0-12,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  оболочка из ПВХ пластиката  номинальное сечение жилы 0,12 мм2  "
"МГШВМЭВ-2 0,35","3,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvmev-2/mgshvmev-2-0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  медная нелужёная жила  экран  оболочка из ПВХ пластиката  номинальное сечение жилы 0,35 мм2  "
"МГШВЭ 0,12","1,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+0%2C12,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  0,12: номинальное сечение жилы 0,12 мм2  "
"МГШВЭ 0,14","2,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+0%2C14,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  0,14: номинальное сечение жилы 0,14 мм2  "
"МГШВЭ 0,2","2,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+0%2C2,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  0,2: номинальное сечение жилы 0,2 мм2  "
"МГШВЭ 0,35","2,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+0%2C35,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  0,35: номинальное сечение жилы 0,35 мм2  "
"МГШВЭ 0,5","2,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+0%2C5,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  0,5: номинальное сечение жилы 0,5 мм2  "
"МГШВЭ 0,75","3,3 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+0%2C75,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  0,75: номинальное сечение жилы 0,75 мм2  "
"МГШВЭ 2х0,35","4,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+2%D1%850%2C35,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МГШВЭ 2х0,5","5,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+2%D1%850%2C5,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МГШВЭ 2х0,75","5,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+2%D1%850%2C75,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  2: 2 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"МГШВЭ 3х0,35","4,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+3%D1%850%2C35,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МГШВЭ 3х0,5","5,4 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+3%D1%850%2C5,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  3: 3 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МГШВЭ 3х0,75","6,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD+3%D1%850%2C75,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  3: 3 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"МГШВЭ-1 0,35","2,4 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD-1+0%2C35,"провод монтажный  гибкий  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  экран  номинальное сечение жилы 0,35 мм2  "
"МГШВЭ-1 0,5","2,7 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD-1+0%2C5,"провод монтажный  гибкий  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  экран  номинальное сечение жилы 0,5 мм2  "
"МГШВЭ-1 0,75","3,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD-1+0%2C75,"провод монтажный  гибкий  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  экран  номинальное сечение жилы 0,75 мм2  "
"МГШВЭ-1 2х0,75","5,4 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD-1+2%D1%850%2C75,"провод монтажный  гибкий  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  экран  2 жилы  номинальное сечение жилы 0,75 мм2  "
"МГШВЭ-2 0,12","1,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-0-12,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  номинальное сечение жилы 0,12 мм2  "
"МГШВЭ-2 0,2","2,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-0-2,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  номинальное сечение жилы 0,2 мм2  "
"МГШВЭ-2 0,35","2,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  номинальное сечение жилы 0,35 мм2  "
"МГШВЭ-2 0,5","2,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-0-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  номинальное сечение жилы 0,5 мм2  "
"МГШВЭ-2 0,75","3,3 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-0-75,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  номинальное сечение жилы 0,75 мм2  "
"МГШВЭ-2 2х0,35","4,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-2h0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  2 жилы  номинальное сечение жилы 0,35 мм2  "
"МГШВЭ-2 2х0,5","5,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-2h0-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  2 жилы  номинальное сечение жилы 0,5 мм2  "
"МГШВЭ-2 2х0,75","5,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-2h0-75,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  2 жилы  номинальное сечение жилы 0,75 мм2  "
"МГШВЭ-2 3х0,35","4,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-3h0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  3 жилы  номинальное сечение жилы 0,35 мм2  "
"МГШВЭ-2 3х0,5","5,4 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-3h0-5,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  3 жилы  номинальное сечение жилы 0,5 мм2  "
"МГШВЭ-2 3х0,75","6,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshve-2/mgshve-2-3h0-75,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  3 жилы  номинальное сечение жилы 0,75 мм2  "
"МГШВЭВ 0,12","2,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD%D0%92+0%2C12,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  В: оболочка из ПВХ пластиката  0,12: номинальное сечение жилы 0,12 мм2  "
"МГШВЭВ 0,14","3,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD%D0%92+0%2C14,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  В: оболочка из ПВХ пластиката  0,14: номинальное сечение жилы 0,14 мм2  "
"МГШВЭВ 0,35","3,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%93%D0%A8%D0%92%D0%AD%D0%92+0%2C35,"М: провод монтажный  Г: гибкий  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  Э: экран  В: оболочка из ПВХ пластиката  0,35: номинальное сечение жилы 0,35 мм2  "
"МГШВЭВ-2 0,12","2,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvev-2/mgshvev-2-0-12,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  оболочка из ПВХ пластиката  номинальное сечение жилы 0,12 мм2  "
"МГШВЭВ-2 0,35","3,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mgshvev-2/mgshvev-2-0-35,"провод монтажный  гибкий  модифицированная полимерная внутренняя изоляция с наполнителем  изоляция из ПВХ пластиката  экран  оболочка из ПВХ пластиката  номинальное сечение жилы 0,35 мм2  "
"МШВ 0,2","1,6 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A8%D0%92+0%2C2,"М: провод монтажный  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  0,2: номинальное сечение жилы 0,2 мм2  "
"МШВ 0,35","1,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A8%D0%92+0%2C35,"М: провод монтажный  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  0,35: номинальное сечение жилы 0,35 мм2  "
"МШВ 0,5","2,0 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A8%D0%92+0%2C5,"М: провод монтажный  Ш: внутренняя изоляция из шёлка  В: изоляция из ПВХ пластиката  0,5: номинальное сечение жилы 0,5 мм2  "
"МШВ-1 0,35","1,8 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mshv-1/mshv-1-0-35,"провод монтажный  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  номинальное сечение жилы 0,35 мм2  "
"МШВ-1 0,5","1,9 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mshv-1/mshv-1-0-5,"провод монтажный  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  номинальное сечение жилы 0,5 мм2  "
"МШВ-1 0,75","2,2 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mshv-1/mshv-1-0-75,"провод монтажный  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  номинальное сечение жилы 0,75 мм2  "
"МШВ-1 1,0","2,4 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mshv-1/mshv-1-1-0,"провод монтажный  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  номинальное сечение жилы 1,0 мм2  "
"МШВ-1 1,5","2,5 мм",5 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/item/mshv-1/mshv-1-1-5,"провод монтажный  модифицированная внутренняя изоляция из синтетической плёнки  изоляция из ПВХ пластиката  номинальное сечение жилы 1,5 мм2  "
